-Mene?;-Mene?;-Legendarnemu?;-Jaz?
Volkovi.;Volkovi.;Pika.;Televizija.
Zelo prepričIjiv obrambni mehanizem.;Zelo prepričljivi obrambni mehanizmi.;Nagon po preživetju je obrambni mehanizem.;To ni ravno težko ugotoviti.
Ali verujete v Boga, Marshal?;Verjamete v Boga, šerif?;Ste kdaj videli taborišče smrti, doktor?;Saj razumete, ... ... da vam ne morejo dovoliti, da odidete?
Resno vas sprašujem.;Naj vas nekaj vprašam.;Imata nekaj vprašanj.;-Samo kratko vprašanje.
To je neumnost.;To je smešno.;To je prekleto smešno.;Ne, to ni mogoče.
"Ste kdaj videli ""taborišče smrti"", doktor?";Ste kdaj videli taborišče smrti, doktor?;Ste v zadnjem času videli kakšno živo grozo, šerif?;Povejte, kje so nacistični poskusi, satanistične operacijske dvorane?
Koncentracijsko taborišče?;Cigareto?;Ledeni čaj?;Šerif?
Ne?;Ne.;Ne.;Ne.
Torej, Jaz... Jaz sem bil zraven pri osvoboditvi Dachaua.;Bil sem na osvoboditvi Dachaua.;Jaz sem jih ubil.;Če bi bila to moja žena, bi ga ubil ... dvakrat.
Vaša angleščina je zelo dobra, skoraj popolna.;Vaša angleščina je zelo dobra, skoraj popolna.;Med zaslišanji ste gotovo zelo prilagodljivi.;Dve leti ste že pacient te ustanove.
Njegova angleščina je res zelo dobra.;Zelo dobro govori angleško.;McPherson je dober človek.;Veliko ljudi ve zanj, a nihče noče govoriti njem.
Soglasnike pa vseeno izgovarjate nekoliko pretrdo.;Vendar nekoliko pretrdo izgovarjate soglasnike.;Vedete se, kot da je norost nalezljiva.;Med zaslišanji ste gotovo zelo prilagodljivi.
Vi ste Nemec?;Nemec ste?;Šerif, ste tukaj?;Ste ga videli?
Je legalno priseljevanje zločin, Marshal?;Je imigracija zločin, šerif?;Zakaj bi obveščevalne službe hotele nasvet psihiatra?;To ni izraz iz psihiatrije?
-Ne vem tega doktor, vi nama povejte.;-Ne vem, doktor, vi nama povejte.;-Ja, takoj se vam bom posvetil.;-Natančno veste, kaj sem rekel.
Poslušajte, potrebovala bova kartoteke dr. Sheehana in ostalega osebja.;Potrebovala bova kartoteko dr. Sheehana in ostalega osebja.;Doktor, potrebovala bova dostop do kartotek medicinskega osebja.;Govoriti bova morala z dr. Sheehanom.
Nobenih osebnih kartotek vam ne bomo predali.;Dobili ne boste nobenih kartotek osebja.;Potrebovala bova kartoteko dr. Sheehana in ostalega osebja.;Žal vas bo s situacijo moral seznaniti dr. Cawley.
In pika.;In, kako ji že rečejo ...;In nato ...;Razumem ... In potem?
Potrebovala bova te kartoteke.;Potrebovala bova kartoteke.;To bova morala obdržati.;Potrebovala bova kartoteko dr. Sheehana in ostalega osebja.
-Ne pride v poštev.;-Ne pride v poštev.;-Žal ni šlo drugače.;-Ne obstaja.
Sranje, ne pride v poštev!;Za božjo voljo!;Za božjo voljo!;Naj me vrag, če vem!
Sranje!;Prekleto!;Prekleto!;Prekleto!
Kdo za vraga ima sploh tukaj glavno besedo?;Kdo je že tukaj glavni, a?!;Kdo ve za to?;Kdo je to?
Kdo?;Kdo?;Kdo?;Kdo je to?
Dr. Naehring je veza z našim upravnim odborom.;Dr. Naehring sodeluje z našim odborom nadzornikov.;Prihajam iz urada v Seatlu.;Prenesel jim je vašo prošnjo in bila je zavrnjena.
Prenesel jim je vašo zahtevo in bila je zavrnjena.;Prenesel jim je vašo prošnjo in bila je zavrnjena.;Za to nimajo pooblastil, prav tako ga nimate vi.;Ni mogoče, da bi vedeli, da me bodo dodelili na ta primer.
Zavrnjena?;-Zavrnjena?;Čisto nič?;Katera Rachel?
Nimajo pooblastil, da bi jo zavrnili.;Za to nimajo pooblastil, prav tako ga nimate vi.;Prenesel jim je vašo prošnjo in bila je zavrnjena.;Govorijo, a nihče jih ne posluša.
Niti vi jih nimate, gospod.;Ne, kakšna je ta dobra novica, doktor?;Prosim, ne počni tega, Teddy.;Ne boste me jebali v glavo.
Marshal, nadaljujte s preiskavo, mi pa vam bomo pomagali, kolikor je to mogoče.;Prosil vaju bom, da odideta v klet.;Mislil sem, da je vaša preiskava končana.;Govoriti bova morala z dr. Sheehanom.
Ta preiskava je zaključena.;Preiskava je končana.;Stražniki so ga že preiskali.;Prav tako je bil požigalec.
Napisala bova poročilo in ga predala... Hooverjevim Ijudem (FBI, op. p).;Sestavila bova poročilo in ga predala ... Hooverjevim fantom.;Potrebovala bova kartoteko dr. Sheehana in ostalega osebja.;Našel bom dokaz, se vrnil in razkrinkal ta kraj.
-Hooverjevim Ijudem, tako je.;-Tako je.;-Držim ga.;-Hooverjevim fantom, tako je.
Zjutraj se bova vkrcala na trajekt.;Odšla bova z jutranjim trajektom.;Lahko se mi pridružita okrog 21h.;Odpeljal vaju bom v Ashecliffe.
-Greva, Chuck.;-Ted.;- Klorpromazin.;-Klorpromazin.
Prijetna noč.;Lep večer.;Prijetna glasba.;Brezvestno.
Prespala bosta na oddelku z bolničarji.;Spala bosta pri strežnikih.;Odšel je z jutranjim trajektom.;Njegov dopust je bil načrtovan.
Hej šef?...;George, poslušaj ...;Ne, prosim, bog ...;Zaboga!
Ali res odhajava?;Si poročeni?;Se je zgodilo kaj neobičajnega?;Kaj bo najin naslednji korak?
Zakaj?;Zakaj?;Zakaj?;Zakaj?
Mislim, ne vem, samo nikdar še nisem umaknil pred ničemer.;Ja, a videl nisem ničesar.;Nisem prepričana, da bi sploh smela.;A vedeti hočem, kaj se dogaja.
Do sedaj še nisva slišala ničesar, kar bi bilo res, Chuck.;Niti enkrat nisva slišala resnice, Chuck.;Šele spoznala sva se, Chuck.;Dr. Cawley bi rad govoril z vama.
Poslušaj.;Poslušaj!;Andrew, poslušaj me.;Povej mi.
Rachel Solando ni ušla iz zaklenjene sobe bosa... ...brez pomoči nekoga.;Oprostite, pacientka ... Rachel Solando je pobegnila v zadnjih 24 urah.;Ko je prišla sem, se je zabodla.;Rekla mi je, naj jo izpustim.
Mislim, da je imela veliko pomoči.;Mislim, da je imela mnogo pomoči.;To mi je bilo zelo všeč.;Mislim, da jih imajo vsi.
Mogoče Cawley sedaj sedi v svoji graščini in razmišIja o svojem vedenju.;Mogoče Cawley sedi v svoji graščini in premišljuje o svojem obnašanju.;Rekel je, da so mu glasovi tako naročili.;Nihče ne bi mogel priti ali oditi iz sobe, ne da bi ga jaz videl.
Mogoče bo zjutraj... -Si blefiral?;Mogoče bo zjutraj ... -Si blefiral?;Povejte mi nekaj ... -Ja?;Da mi boš lahko še bolj lagal?
Tega nisem rekel.;Nisem tega rekel.;Tu nisem, da bi sodil.;Jaz sem bil le postranskega pomena.
Našla sem cel kup tega, Teddy.;Našla sem celo zalogo tega, Teddy.;Samo kosti v škatli sem, Teddy.;Prosim, ne počni tega, Teddy.
Jezus, si sploh še kdaj trezen?;Ljubi bog, si sploh še kdaj trezen?;Zakaj me nisi rešil?;Nadzoroval si me, kajne?
Veliko Ijudi sem ubil v vojni.;Med vojno sem ubil veliko ljudi.;Bil sem na osvoboditvi Dachaua.;Jaz sem jih ubil.
Ali zato piješ?;Zato piješ?;Razumeš?;Vidiš?
Si resnična?;Si resnična?;Želiš odkriti resnico?;Si ubila svoje otroke?
Ne.;Ne.;Ne.;Ne.
Še vedno je tu.;Še vedno je tu.;Ona je še vedno tu.;Tukaj je.
Kdo?;Kdo?;Kdo?;Kdo je to?
Rachel?;Rachel?;Dolores?;Dolores?
Nikdar ni odšla.;Ko je prišla sem, se je zabodla.;Celo kosilo je pojedla, preden so mimo prišli sosedje.;Rekla mi je, naj jo izpustim.
Se spomniš, ko sva bila poleti v koči, Teddy?;Se spomniš, ko smo bili poleti v koči, Teddy?;Si bil kaj sam, odkar si prišel sem?;Povej mi, kako so te spravili sem?
Tako srečna sva bila.;Bila sva tako srečna.;Tako močno sem jo ljubil.;Šele spoznala sva se, Chuck.
Ona je tukaj.;Ona je tukaj.;Ampak ona je tu.;Ona je še vedno tu.
Ne smeš oditi.;Ne moreš oditi.;Ne moreš biti tukaj.;Ne boš šel v svetilnik.
Ne bom odšel.;Ne bom odšel.;Nikoli ne bom prišel ven.;Ne bom vas ubil.
Tako zelo te Ijubim.;Tako zelo te ljubim.;Tu sem zaradi tebe!;In tu sem samo zaradi tebe!
Jaz sem samo kosti v zaboju, Teddy.;Samo kosti v škatli sem, Teddy.;Prosim, ne počni tega, Teddy.;Najti ga morava, Teddy.
-Ne.;-Ne.;-Ne.;-Ne.
Sem.;Sem.;Vem.;Vas.
Zbuditi se moraš.;Zbuditi se moraš.;Iti moram.;To je igra.
Ne bom odšel.;Ne bom odšel.;Nikoli ne bom prišel ven.;Ne bom vas ubil.
Ti si tukaj.;Ona je tukaj.;Tukaj je.;Tukaj je.
Nisem.;Nisem.;Nisem tega rekel.;Ne morem.
S tem se moraš sprijazniti.;Sprijazniti se moraš s tem.;To moraš storiti.;Njo moraš pozabiti.
Ampak ona je.;Ampak ona je tu.;Ona je tukaj.;Tukaj je.
In on tudi.;In prav tako je on.;Ampak ona je tu.;In, kako ji že rečejo ...
Kdo?;Kdo?;Kdo?;Kdo je to?
Laeddis.;Laeddis.;Laeddis.;Laeddis.
Oditi moram.;Iti moram.;Zbuditi se moraš.;Nočem oditi od tu.
Ne, prosim... Ne!;Ne!;Ne!;Ne!
Prosim.. samo pusti da te držim.;Prosim, bog, ...;Ne, prosim, moram te držati.;Bog ti pomagaj.
Samo še malo.;Samo še malo.;Komaj čakam.;Je že v redu.
-Oh bog, Teddy...;-Ah, ja, ...;-Ja, ja!;-Prekleto!
Pustiti me moraš.;Zbuditi se moraš.;Ne, prosim, moram te držati.;Ne želim oditi.
Ne morem.;Ne morem.;Ne morem.;Ne morem!
V tem sranju ne bo trajekta.;V tem usranem vremenu že ne bo trajekta.;Ti norci vaju lahko ubijejo.;Če nas ne bo prej odplaknilo.
Doktor.;Doktor, doktor.;Psihiatrija.;Šerif.
Doktor, doktor.;Doktor, doktor.;Ne, ne, ne, šef.;Daj no, šef.
Zaslišati bova morala paciente, ki so bili z Rachel na skupinski terapiji.;Izprašati morava paciente, ki so bili z Rachel na terapiji.;Govoriti bova morala z dr. Sheehanom.;Potrebovala bova kartoteko dr. Sheehana in ostalega osebja.
Mislil sem, da je vaša preiskava končana?;Mislil sem, da je vaša preiskava končana.;Niste slišali niti besede tega, kar sem vam povedala?;Moja pištola ... Kaj ste naredili z mojo pištolo?
Zgleda, da bi težko odšla s trajektom.;Ni mogoče, da bi lahko prečkala tiste skale.;Morava nazaj noter.;Bila je tako prijazna, a v očeh sem ji lahko prebral, da bi se rada slekla.
Je bila Rachel deležna še kakšnih drugih tretmanov za svojo bolezen?;Solando med skupinsko terapijo karkoli rekla?;Se je zgodilo kaj neobičajnega?;Ste Rachel še kako drugače zdravili?
Ali sta seznanjena z današnjim stanjem na področju mentalnega zdravljenja, gospoda?;Vesta, kakšno je današnje stanje na področju mentalnega zdravja?;Doktor, potrebovala bova dostop do kartotek medicinskega osebja.;Obstaja razlog, da o svoji pacientki govorite v pretekliku, doktor?
Ne.;Ne.;Ne.;Ne.
Niti približno, doktor.;Ne, pojma nimava, doktor.;Odlično, šerif.;Ne, sploh ne.
-Vojna.;-Vojna.;-Popolnoma.;-Nevihta se bliža.
Stara šola prisega na kirurške posege.;Stara šola verjame v operativne posege.;Pacienti postanejo veliko bolj poslušni.;Dr. Solando mi je povedala za nevroleptike.
Psihokirurgija.;Psihokirurgija.;Psihiatrija.;Nasilje.
Postopki, kot trans-orbitalna lobotomija.;Posegi kot so transorbitalna lobotomija.;Operacije na možganih.;Z izvajanjem poskusov na možganih.
Nekateri pravijo, da pacienti postanejo razumni, ubogljivi.;Nekateri pravijo, da postanejo pacienti razumni, pokorni, drugi pravijo, da jih spremeni v bebce.;Pacienti postanejo veliko bolj poslušni.;Stara šola verjame v operativne posege.
Drugi pravijo, da postanejo zombiji.;Govorijo, a nihče jih ne posluša.;Ne morejo kar skočiti na trajekt, zbežati na kopno in povzročati težav.;Če bodo priklenjeni k tlom, bodo umrli.
Kaj pa nova šola?;In nova šola?;Kaj pa mož?;Kje so otroci?
-Psiho farmakologija.;-Psihofarmakologija.;-Dehidracija.;-Odvajanje.
Pravkar je odobreno novo zdravilo imenovano Thorazine, ki pomirja psihotične paciente.;Odobrili so novo zdravilo, Thorazine.;36 do 48 ur traja, da nevroleptični narkotik v krvi doseže primeren nivo.;Rachel Solando je jemala kombinacijo tablet, ki naj bi preprečevale nasilnost, a niso vedno učinkovale.
Lahko bi rekli, da jih naredi ubogljive.;Zdi se, da bi to človek sem in tja opazil.;Enostavno je najboljše.;To lahko rečejo čisto za vsakogar.
In kateri šoli pripadate vi, doktor?;In katera šola ste vi, doktor?;In kdo je vzgajal vas, šerif?;Vesta, kakšno je današnje stanje na področju mentalnega zdravja?
-Jaz?;-Jaz?;-Mene?;-Ne!
Imam svoje osnovno mnenje, da če ravnate s pacientom s spoštovanjem, jim prisluhnete, poskušate razumeti, potem jih mogoče uspete doumeti.;Imam to radikalno idejo, da če si do pacienta spoštljiv, ga poslušaš in ga poskušaš razumeti, se mu boš morda približal.;Odboru nadzornikov sem prisegel, da lahko ustvarim najbolj radikalno in vrhunsko igro vlog v zgodovine psihiatrije, in da vas bo ta ozdravila.;Zato ponovno vztrajam, da morajo biti vsi pacienti iz oddelka C privezani.
Te paciente?;Ti pacienti?;Bolničarke, strežniki?;Še več pacientov?
-Celo te.;-Tudi ti.;-Ja, gre.;-Ubila te bo.
Kar bi moralo biti zadnje sredstvo postaja prvi odgovor.;Kar bi morala biti zadnja možnost, postaja prvi odgovor.;Ker je plezanje tja dol v temi korak od samomora.;Sreča ne deluje na tak način.
Dajte jim tableto, postavite jih v kot in vse bo izginilo.;Dajte jim tablete, jih posadite v kot in vse bo izginilo.;Prenehajte s tem!;Recite, da vsaj kadite svoje cigarete.
Rachel Solando je prejemala kombinacijo zdravil, ki naj bi jo odvračala od nasilja, a so učinkovala samo občasno.;Rachel Solando je jemala kombinacijo tablet, ki naj bi preprečevale nasilnost, a niso vedno učinkovale.;Po dveh tednih zunaj je odkorakal v bar in do smrti zabodel tri ljudi.;Poslali so ga v zapor, nato pa ga premestili sem.
Največja ovira do ozdravitve je bila njene nezmožnost soočenja s svojimi dejanji.;Največja ovira za ozdravitev je bila zavračanje soočenja s svojim dejanjem.;Poskušala je preživeti, živeti normalno življenje.;Vztrajala je, da otroci niso mrtvi.
"""Je bila"".";-Ljubi bog, jaz ... -Brez skrbi.;Je bila.;Torej, ta zapornica ... -Pacientka.
Obstaja razlog, da o svojem pacientu stalno govorite v preteklem času, doktor?;Obstaja razlog, da o svoji pacientki govorite v pretekliku, doktor?;Nevarna pacientka je pobegnila, vi pa ste mu dovolili na dopust?;Ste kdaj videli taborišče smrti, doktor?
Poglejte ven, Marshal.;Poglejte ven, šerif.;Povej mu, Teddy.;S tabo grem, šef.
Kaj menite, zakaj?;Kaj mislite, zakaj?;Zakaj ste tu?;Kaj se vam je zgodilo?
Naslednji je Peter Breen, napadel je očetovo bolničarko z razbitim kozarcem.;S kozarcem je napadel očetovo bolničarko.;Ko je prišla sem, se je zabodla.;V sodni dvorani je rotil sodnika, naj ga da na električni stol.
Bolničarka je preživela, njen obraz pa je trajno iznakažen.;Umrli so štirje ljudje.;Stražniki so ga že preiskali.;Preiskava je končana.
Komaj čakam.;Komaj čakam.;Ja, žal tega še vedno ne vem.;Samo še malo.
Smehljala se mi je.;Smehljala se mi je.;Ampak ... Prestrašila me je.;Dolores je bila nora.
Tako prijazna je bila.;Dolores je bila nora.;Smehljala se mi je.;Bila sva tako srečna.
Ampak... Lahko si videl v njenih očeh.;Kot bi ji nekdo rekel, kaj naj pove.;Ampak ... Prestrašila me je.;Bila je tako prijazna, a v očeh sem ji lahko prebral, da bi se rada slekla.
Rada je bila gola... rada ga je vlekla.;Bila je tako prijazna, a v očeh sem ji lahko prebral, da bi se rada slekla.;Hotela je, da ga dam ven, da bi se mu lahko posmehovala.;Lahko jo je čutila, kako ji je udarjala po lobanji, jo za šalo vlekla za žičke.
Dobro, G. Breen.;Sem Lester Sheehan.;Kearns.;Niti Rachel Solando.
Potem me je vprašala, če lahko dobi kozarec vode?;In potem me je vprašala, če ji dam kozarec vode?!;Ko me je poslala po vodo, vam je nekaj rekla, kajne?;Rekla mi je, naj jo izpustim.
Sama v kuhinji?;Sama v kuhinji, kot da to ne bi bilo nič takega?;Z mojo glavo?;Bolničarke, strežniki?
Kot, da to ni nič takega?;To ni izraz iz psihiatrije?;Sama v kuhinji, kot da to ne bi bilo nič takega?;Zakaj bi sploh kdo hotel?
Kaj je bilo takega?;Kaj bi bilo huje?;Zakaj pa je to bilo kaj takega?;Kaj se ti je zgodilo?
-Bilo je očitno.;-Bilo je očitno.;-Lahko bi tako rekli.;-Seveda ste.
Hotela je, da potegnem ven svojega tiča, da bi se mu lahko smejala.;Hotela je, da ga dam ven, da bi se mu lahko posmehovala.;Bila je tako prijazna, a v očeh sem ji lahko prebral, da bi se rada slekla.;Rekla mi je, naj jo izpustim.
G. Breen, nekaj vprašanj vam morava postaviti, razumete?;G. Breen, postaviti vam morava nekaj vprašanj, prav?;Doktor, govoriti bova morala z osebjem, razumete?;Dr. Cawley bi rad govoril z vama.
Ko sem jo porezal je kričala.;Ko sem jo porezal, je kričala.;Ko je prišla sem, se je zabodla.;Rekla mi je, naj jo izpustim.
Ampak... Prestrašila me je.;Ampak ... Prestrašila me je.;Povedala mi je.;Mislila sem nate.
Kaj je pa pričakovala?;Kaj je pa pričakovala?;Zakaj pa je to bilo kaj takega?;Veste, česa se je bala ona?
-Zanimivo.;-Zanimivo.;-Seveda.;-Seveda.
Ampak mi smo tukaj, da bi se pogovorili o Rachel Solando, v redu?;Takrat se bomo lahko pogovorili, ne?;Ko me je poslala po vodo, vam je nekaj rekla, kajne?;Kaj, za vraga, se je zgodilo v tistih celicah, Ted?
Rachel Solando...;Rachel Laeddis ...;-Rachel Solando ...;Rachel Solando.
Veste... Ali veste, da je utopila svoje lastne otroke?;Veste, da je utopila lastne otroke?;Ali kdo tu ve, kaj je počela pred tem?;Ko me je poslala po vodo, vam je nekaj rekla, kajne?
Utopila je svoje otroke!;Utopila je svoje otroke!;Veste, da je utopila lastne otroke?;Morali so si le izmisliti pobeg in sedaj te imajo!
To je...;On je ...;Privolite, ali pa ...;To je igra.
To je bolan zafukan svet, v katerem živimo.;Karkoli že se tu dogaja, je zlo.;Svet ne deluje na tak način.;To je kafkovska genialnost tega.
To vam povem.;Ne boste me jebali v glavo.;Meni je prav.;To je vse.
Ampak vesta kaj?;Kaj je narobe z vama, jebenti?;Kaj pa to?;To je najina edina izbira, kaj?
Poslati bi jih morali v plinske celice.;Pravijo, da imamo bombe, ki lahko cela mesta spremenijo v pepel.;Zapliniti bi jih morali.;Samo en kraj je, kamor bi ga odpeljali.
Vse njih...;In, kako ji že rečejo ...;Tista pacientka, Bridget Kearne, ...;In seveda spomini, sanje ...
Vse... vse... zaostale, morilce, črnce.;Retardirance, morilce, črnuhe.;Človeka, ki ga ne moreš zaslišati, ker nima spominov, ki bi jih priznal.;Take, ki se jih celo ostali zaporniki bojijo.
Ubiješ svojega otroka.;Ker sem ubil svojo ženo.;Če greš tja, boš umrl.;Ne moreš oditi.
V plinsko celico s prasico!;S plinom nad prasico!;Za božjo voljo!;Za božjo voljo!
Bi lahko... prenehali s tem?;Bi lahko pokazali roke?;Lahko prenehajte s tem?;Kaj, če bi jih lahko nadzoroval?
Ta bolničarka?;Tukaj?;Katera Rachel?;Ti pacienti?
-Prosim.;-Pomagajte mi.;-Ne bo me tu.;-Ne ravno.
Prenehajte.;Prenehajte s tem!;Ne premikajte se!;Recite, da vsaj kadite svoje cigarete.
Ta bolničarka... mogoče je imela otroke, kaj?;Kaj, za vraga, se je zgodilo v tistih celicah, Ted?;Mislil sem, da vam bo kaj povedala, a ...;Kdo ti je to naredil, George?
Moža.;Brezvestno.;Ta grdi pesjan.;Mojega partnerja, Chucka.
Samo preživeti je hotela.;Celo kosilo je pojedla, preden so mimo prišli sosedje.;Poskušala je preživeti, živeti normalno življenje.;Ko je prišla sem, se je zabodla.
Živeti... normalno življenje...;Zbuditi se moraš.;To je naše bistvo.;To je igra.
V tvoji kartoteki piše, da... si ji razrezal obraz, je tako?;Nadzoroval si me, kajne?;Kaj, če so te hoteli tu?;Ljubi bog, si sploh še kdaj trezen?
Čestitam.;Pozdravljen, šef.;Hvala.;Zdravo, kolega.
Nič več normalnega zanjo, nikdar več, ne.;Čestitke, zanjo nič več ne bo normalno, nikoli več.;Ni te več ...;Drugič mi nikoli ne bo.
Ali veš, česa se je ona bala?;Veste, česa se je bala ona?;Kaj je pa pričakovala?;Da mi boš lahko še bolj lagal?
Tebe.;Ljubim te.;Ljubim te.;Izginiva od tu.
-Lahko prenehate s tem, prosim?!;-Bi lahko prenehali s tem, prosim?;-Zakaj bi me hotel ustaviti?;-Mar res?
Prenehajte s tem!;Prenehajte s tem!;Ostanite na mestu!;Sploh je ne omenjajte!
Prosim... nehajte!;Prosim, nehajte!;Naj me vrag, če vem!;Prenehajte s tem!
Ali poznate pacienta z imenom Andrew Laeddis?;Ste kdaj spoznali pacienta po imenu Andrew Laeddis?;Vam McPherson ni povedal dobre novice?;Imate telefonsko številko, na kateri je dosegljiv?
Poznate?;Možgane?;Zobne paste?;Ja?
-Ne!;-Ne!;-Ne!;-Ne, ne.
Nazaj hočem.;Naprej grem.;Naj me vrag, če vem!;Hočem nazaj.
-Primite ga!;-Primite ga!;-Spusti ga!;-Ljubi bog!
Ne, nikdar ne bom prišla od tod.;Nikoli ne bom prišla od tu.;Nikoli ne bom prišel ven.;Ne bom odšel.
Nisem prepričana niti, da bi smela.;Nisem prepričana, da bi sploh smela.;Ni mogoče, da bi prišla do tja.;Žal mi je, da to slišim.
Oprostite, da vam bom to rekel, gospa Kearns.;Prosim, ne počni tega, Teddy.;Oprostite, gospa, ne vem, o čem govorite.;Oprostite, ker bom to rekel, gospa Kearns ... -Gospodična.
-Gospodična, Gdč.;Samo še eno vprašanje imam za vas, gdč.;-Vem.;-Vem.
Kearns.;Kearns.;Laeddis.;Laeddis.
Ampak zdite se mi popolnoma... popolnoma normalni, Mislim v... primerjavi z ostalimi pacienti tukaj.;Cawley misli, da ste neškodljivi in vodljivi, a jaz vem, da ni tako.;Dajte no, doktor, niti 10 metrov ne bi prehodila po tem terenu.;A vaši prividi so hujši, kot sem predvideval.
No, imela sem svoje črne dni.;Imam svoje mračne dneve.;Pokopala sem prazno krsto.;Bila sem zdravnica, šerif.
Mislim, da jih imamo vsi.;Mislim, da jih imajo vsi.;Mislim, da smo dobili vse, zaradi česar smo prišli.;To vem, ker sem tudi jaz tak.
Razlika je, da večina ne ubije svojih mož s sekiro.;Razlika je v tem, da večina ljudi svojih mož ne ubije s sekiro.;Ti norci vaju lahko ubijejo.;To lahko rečejo čisto za vsakogar.
Oh...;Hej!;Hej!;Hej!
Čeprav osebno mislim, da če te mož pretepa in... pofuka polovico žensk, ki jih vidi in ti ne bo nihče pomagal, umor s sekiro niti ni najmanj razumljiva stvar, ki jo lahko narediš.;Čeprav menim, da če te mož pretepa in pofuka pol žensk, ki jih sreča, tebi pa nihče ne pomaga, umor ni najmanj razumljivo dejanje.;Imam to radikalno idejo, da če si do pacienta spoštljiv, ga poslušaš in ga poskušaš razumeti, se mu boš morda približal.;Gre samo za vprašanje ali moja nasilnost lahko premaga vašo.
Mogoče ne bi smeli od tod.;Mogoče res ne bi smeli iti ven.;Ampak lahko bi vas odpeljal z otoka.;Ni mogoče, da bi prišla do tja.
Kaj bi delala, če bi prišla ven?;In kaj bi storila, če bi prišla ven?;Sama v kuhinji, kot da to ne bi bilo nič takega?;Kaj, če bi jih lahko nadzoroval?
Ne poznam več zunanjega sveta.;Sveta ne poznam več.;Nikogar več ne morem izgubiti.;Imam svoje mračne dneve.
"Pravijo, da imajo sedaj... bombe, ki lahko spremenijo cela mesta v prah... in... kako jim že pravite ""televizorje""... glasove in obraze, ki prihajajo iz škatle.";Ustvarjajo prikazni, ki bi jih poslali v svet in počeli stvari, ki jih razumni ljudje nikoli ne bi ... Da bi pridobili take zmožnosti in taka znanja, bi trajalo leta ...;Pravijo, da imamo bombe, ki lahko cela mesta spremenijo v pepel.;Zaboga, vojskovali smo se, da bi jih ustavili in sedaj izvem, da se to mogoče dogaja tu, na naši zemlji?
Dovolj glasov že slišim.;Že tako slišim dovolj glasov.;Žal mi je, da to slišim.;Komaj čakam.
Kaj nama lahko poveš o Rachel?;Kaj nama lahko poveste o Rachel?;Ti je Noyce kaj povedal o razporeditvi?;Kaj se ti je zgodilo?
Hm... Ne veliko.;Ne, ne.;Ne, hvala.;Dobro.
Ona... ona... bolj zase se je držala.;Bila je tako prijazna, a v očeh sem ji lahko prebral, da bi se rada slekla.;Lahko jo je čutila, kako ji je udarjala po lobanji, jo za šalo vlekla za žičke.;Kot bi ji nekdo rekel, kaj naj pove.
Ona... verjela je, da so njeni otroci živi.;Ona je še vedno tu.;Vztrajala je, da otroci niso mrtvi.;Preživela je, a njen obraz bo za vedno ostal iznakažen.
Mislila je, da še vedno živi v Berkshireu in da smo mi vsi njeni sosedje, mlekar, poštar... -Dostavljavec.;Misli, da še vedno živi v Berkshiru in da smo mi njeni sosedje, mlekarji, poštarji ... -Dostavljavci.;Bila je tako prijazna, a v očeh sem ji lahko prebral, da bi se rada slekla.;Ja, ... No, jaz ... Jimu in otrokom sem pripravila zajtrk, nato sem ... Jimu za na pot pripravila kosilo in je odšel.
Je bil dr. Sheehan tam to noč?;Je bil dr. Sheehan tistega večera prisoten?;Je kdo tam?;Je bil prisoten tudi zdravnik?
-Da, hm...;-Ah, ja, ...;-Dobro.;-Dobro.
Govoril je o besu.;Govoril je o jezi.;Vodil je seanso.;Bila je naučena.
Povejte mi kaj o njem... kakšen je?;Povejte mi kaj o njem.;Moja pištola ... Kaj ste naredili z mojo pištolo?;Povejte mi še enkrat o tem partnerju.
Mislim da je on... uh... v redu, prijazen... hm... Ne ravno lepi princ, kot bi rekla moja mama.;Visoko razvite in izmišljene zgodbe ga odvračajo od soočenja z ... Sit sem teh bedarij.;Vem, da sta tam notri ...;Všeč mi je, ker si mi jo ti dala, a resnica je, da je to ena presneto grda kravata.
Vas je kdajkoli osvajal?;Vas je kdaj osvajal?;Ste ga videli?;Ste kdaj spoznali pacienta po imenu Andrew Laeddis?
-Ne.;-Ne.;-Ne.;-Ne.
Ne, dr. Sheehan je dober zdravnik, on nebi nikdar... Lahko... lahko dobim kozarec vode, prosim?;Nikoli ne bi ... Lahko dobim kozarec vode, prosim?;Po vsem, kar sem tu videl, doktor, res mislite, da me lahko prepričate v to, da sem nor?;-Tako zelo ... -Ljubim te ... Andrew ... Andrew, me slišiš?
-Ni problema.;-Ne pa me ne.;-Ne, ne.;-Dobro.
Hvala vam, Marshal.;Zdravo, kolega.;Zdravo, kolega.;Oprostita mi, gospoda.
Samo še eno vprašanje imam za vas, gdč.;Samo še eno vprašanje imam za vas, gdč.;G. Breen, postaviti vam morava nekaj vprašanj, prav?;-Samo kratko vprašanje.
Kearns.;Kearns.;Laeddis.;Laeddis.
Mogoče poznate pacienta po imenu Andrew Laeddis?;Ste kdaj spoznali pacienta po imenu Andrew Laeddis?;Imate telefonsko številko, na kateri je dosegljiv?;Vam McPherson ni povedal dobre novice?
Ne.;Ne.;Ne.;Ne.
Nikdar nisem slišala zanj.;Nikoli še nisem slišala zanj.;Žal mi je, da to slišim.;Povedala mi je, a je nisem poslušal.
Naučena je bila.;Bila je naučena.;Napisala je.;Razvalina je.
